Word,Definition
사용검사(使用檢査),사용검사(使用檢査) 사용검사는 사업계획승인을 받아 건축한 건물이 승인내용대로 이행되어 건축행정 목적에 적합한지 여부를 확인하고 사용검사필증을 교부하여 줌으로써 건물을 사용·수익할 수 있도록 법률효과를 발생시키는 행정처분이다(대법원 판례 1992. 4.10. 91누5358 참조). 그런데 사...
사용대차(使用貸借),사용대차(使用貸借) 당사자의 일방(임대자)이 상대방(임차자)에게 무상으로 사용ㆍ수익하게 하기 위하여 목적물을 인도할 것을 약정하고 상대방은 이것을 사용ㆍ수익한 후 그 물건을 반환 할 것을 약정함으로써 성립되는 계약을 민법상의 전형계약을 의미한다. 친구로부터 책을 빌려보는 것과 ...
사용승인(使用承認),사용승인(使用承認) 사용승인이란 건축법에 의해 허가를 받았거나 신고를 한 건축물의 건축공사를 완료(하나의 대지에 2이상의 건축물을 건축하는 경우 동별공사를 완료한 경우를 포함한다)한 후 그 건축물을 사용하고자 하 건축주가 사용승인 신청을 하는 경우 허가권자가 당해 건축물의 사...
사원권(社員權),"사원권(社員權) 사원권이라 함은 사단법인의 사원이 단체의 구성원으로서 가지는 권리를 말한다. 즉, 사단법인의 사원이 그 자격에 기인하여 법인에 대하여 가지는 권리의무와 이 권리의무를 발생하는 기본이 되는 사원의 법률상의 지위를 합하여 사원권이라고 부른다. 사원권은 내용상 공..."
사의무(私義務),사의무(私義務) 부동산중개업법에서 규정하고 있는 중개업자의 의무는 중개업자와 중개의뢰인 사이의 사의무(私義務)와 중개업자와 등록관청 사이의 공의무(公義務)로 구분할 수 있다. 부동산중개업법의 규정 중 중개업자가 중개행위 과정에서 중개의뢰인을 대상으로 이행해야할 사적의무(私的義務...
사적지(史蹟地),"사적지(史蹟地) 지적법에서는 문화재로 지정된 역사적인 유적ㆍ고적ㆍ기념물등을 보존할 목적으로 구획된 토지의 지목은 사적지로 한다. 다만, 유적ㆍ고적ㆍ기념물등이 학교용지ㆍ공원ㆍ종교용지등의 구역안에 있는 경우를 제외한다(지적법시행령 제5조). 사적지는 지적도에서 “사”로 표기된다"
사정변경원칙(事情變更原則),"사정변경원칙(事情變更原則) 사정변경의 원칙이라 함은 법률행위 특히 계약이 체결된 후에, 계약의 기초가 된 사정이 그 후 당사자 쌍방이 예견할 수 없고 또 당사자의 책임에도 돌아갈 수 없는 사유로 인하여 변경되고, 그 결과 당초의 계약내용 그대로 유지ㆍ강제하는 것은 신의성실에..."
사정보정(事情補正),"사정보정(事情補正) 사정보정이란 부동산감정평가 용어로서, 거래사례비교법의 적용을 위해 수집된 거래사례 등에 거래당사자의 특수한 사정 또는 개별적인 동기가 개재되어 있거나 평가선례 등에 특수한 평가조건 등이 반영되어 있는 경우에 그러한 사정이나 조건 등이 없는 상태로 이를 ..."
"사회간접자본(社會間接資本, SOC : Social Overhead Capital) = 사회자본(社會資本)","사회간접자본(社會間接資本, SOC : Social Overhead Capital) = 사회자본(社會資本) 도로, 항만, 철도, 상하수도, 공원, 통신, 우편, 공항, 등대, 하천이나 해안의 제방, 댐 등 산업발전의 기반이 되는 공공시설들을 사회간접자본(Social Overhead Capital)이라 한다. 이들 시설은 특정..."
사회간접자본시설(社會間接資本施設),사회간접자본시설(社會間接資本施設) 법률로 정해진 사회간접자본시설이라 함은 각종 생산활동의 기반이 되는 시설 및 당해 시설의 효용을 증진시키거나 이용자의 편의를 도모하는 시설과 국민생활의 편익을 증진시키는 시설을 의미한다(사회간접자본시설에대한민간자본유치촉진법 제2조제1호). 사회...
사회복지사업법(社會福祉事業法),"사회복지사업법(社會福祉事業法) 사회복지사업법은 사회복지사업에 관한 기본적 사항을 규정하여 사회복지를 필요로 하는 사람의 인간다운 생활을 할 권리를 보장하고 사회복지의 전문성을 높이며, 사회복지사업의 공정ㆍ투명ㆍ적정을 기함으로써 사회복지의 증진에 이바지함을 목적으로 제정된 ..."
산림(山林),"산림(山林) 산림법에서의 산림은 다음 각목의 1에 해당하는 것을 말한다. 다만, 농지(초지를 포함한다)ㆍ주택지ㆍ도로 기타 대통령령이 정하는 토지와 입목ㆍ죽(立木ㆍ竹)은 제외한다(법 제2조제1호). 
가. 집단적으로 생육하고 있는 입목ㆍ죽과 그 토지 
나. 집단적으로 생육한 입목ㆍ죽이 일시 ..."
산림법(山林法),"산림법(山林法) 산림자원의 증식과 임업에 관한 기본적 사항을 정하여 산림의 보호ㆍ육성, 임업생산력의 향상 및 산림의 공익기능의 증진을 도모함으로써 국토의 보전과 국민경제의 건전한 발전에 이바지함을 목적으로 제정된 법률을 말한다(법 제1조)."
산림조합법(山林組合法),산림조합법(山林組合法) 산림조합법이란 산림소유자와 임업인의 자주적인 협동조직을 통하여 지속가능한 산림경영을 촉진하고 산림생산력을 증진시키며 그 구성원의 경제적ㆍ사회적ㆍ문화적 지위향상을 도모함으로써 국민경제의 균형 있는 발전에 기여함을 목적으로 제정된 법률을 의미한다. 이 ...
산업단지(産業團地),산업단지(産業團地) 산업입지및개발에관한법률에서 산업단지라 함은 공장ㆍ지식산업관련시설ㆍ정보통신산업관련 시설ㆍ자원비축시설등과 관련 교육ㆍ정보처리ㆍ유통시설 및 이들 시설의 기능제고를 위하여 시설의 종사자와 이용자를 위한 주거ㆍ문화ㆍ의료ㆍ관광ㆍ체육ㆍ복지시설등을 집단적으로 설치하기...
산업발전법(産業發展法),"산업발전법(産業發展法) 산업발전법이란 산업의 경쟁력을 강화하고 그 균형있는 발전을 도모하여 산업구조의 고도화를 촉진함으로써 국민경제의 발전에 이바지함을 목적으로 제정된 법률로서, 이 법은 제조업과 제조업의 경쟁력강화와 밀접하게 관련되는 제조업외의 업종으로서 대통령령이 정하..."
산업입지및개발에관한법률,"산업입지및개발에관한법률 산업입지및개발에관한법률이란 산업입지(産業立地)의 원활한 공급과 산업의 합리적 배치를 통하여 균형있는 국토개발과 지속적인 산업발전을 촉진함으로써 국민경제의 건전한 발전에 이바지함을 목적으로 제정된 법률을 의미하는 것으로(법 제1조), 산업단지의 개발등에 ..."
산업촉진지구(産業促進地區),"산업촉진지구(産業促進地區) 국토이용관리법에서 준도시지역 중 산업촉진지구란 다음의 시설 등의 설치를 위하여 계획적인 개발이 필요한 지구를 말한다(국토이용관리법 제7조제1호). (1) 산업입지및개발에관한법률에 의한 농공단지 
(2) 공업배치및공장설립에관한법률에 의한 공장과 이에 부수되는 ..."
삼각형토지(三角形土地),"삼각형토지(三角形土地) 삼각형토지란 표준지공시지가 산정을 위한 조사시 토지의 형상을 표현하는 용어로서, 삼각형의 토지로 그 한면이 도로에 접하거나 도로를 향하고 있는 토지나 이와 비슷한 형상의 토지를 의미한다."
"상계(相計, set-off)","상계(相計, set-off) 상계라 함은 채무자와 채권자가 서로 동종의 채권을 갖는 경우에 채무자의 상계의 의사표시만으로 그 채권과 채무를 대등액으로 소멸시키는 것을 말한다. 상계는 상대방에 대한 의사표시에 의하지만 이것은 재판상이거나 재판외 이거나를 불문한다."
상계신청(相計申請),상계신청(相計申請) 법원경매에서 상계신청이란 경락인이 채권자 또는 배당요구권자인 경우 자신의 배당금액과 경락대금과 상계할 것을 법원에 신청하는 것을 의미한다. 상계신청이 받아들여지면 배당금액만큼의 경락대금지급의무를 면할 수 있다. 상계신청은 채권액 또는 배당요구액이 대금액보...
상린관계(相隣關係),상린관계(相隣關係) 상린관계라 함은 인접하는 부동산 소유자 상호간 또는 이해자 상호간에 있어서 각 부동산의 이해관계를 조절하기 위하여 서로 그 권능을 일정한 한도까지 양보ㆍ협력하도록 규정한 법률관계를 말한다(민법 제215조 내지 제244조). 또한 그러한 상린관계로부터 발생하는 권...
상사중개인(商事仲介人),"상사중개인(商事仲介人) 상법에서는 상사중개인을 타인간의 상행위의 중개를 영업으로 하는 자를 중개인으로 규정하고 있으며(제93조), 상법상의 중개인은 상법 제46조제11항과 제93조 내지 제100조의 중개업에 대한 규정이 적용된다. 상법상 중개의 모습은 중개업에 있어서 유가증권의 매매, ..."
상속등기(相續登記),"상속등기(相續登記) 소유권이나 지상권 등 부동산 물권이 상속으로 인하여 피상속인으로부터 상속인으로 이전하였다는 것을 타나내는 등기이다. 상속에 의한 등기는 호적등본 등 상속을 증명하는 시ㆍ구ㆍ읍ㆍ면의 장의 서면 또는 이를 증명할 수 있는 서면을 첨부하고, 등기권리자인 상속인..."
상수원관리규칙((上水源管理規則),상수원관리규칙((上水源管理規則) 상수원관리규칙이란 상수원보호구역의 지정ㆍ관리 및 원수의 수질검사등에 관하여 수도법과 동법시행령에서 위임된 사항과 그 시행에 관하여 필요한 사항을 규정함을 목적으로 제정된 규칙을 말한다(규칙 제1조).
상수원보호구역(上水源保護區域),"상수원보호구역(上水源保護區域) 상수원보호구역이라함은 환경부장관은 상수원의 확보와 수질보전상 필요하다고 인정하여 상수원보호를 위한 구역으로 지정하여 공고한 지역을 의미한다. 지정ㆍ공고된 상수원보호구역안에서는 다음 각호의 행위를 할 수 없다(법 제5조). 
 
1. 수질환경보전법 제2조..."
상업등기(商業登記),"상업등기(商業登記) 상법의 규정에 의하여 법정사항을 공시할 목적으로 상업등기부에 하는 등기를 말한다. 기업거래의 안전성과 능률성을 기하기 위한 제도이다. 따라서 민법에 의한 부동산 등기는 물론 상법에 의한 것이라 하더라도 상업등기부 이외의 등기부에 하는 것, 예컨데 선박등기..."
